"ticker","year","month","day","open","high","low","close","volume","ex.dividend","split_ratio","adj_open","adj_high","adj_low","adj_close","adj_volume","date","change","delta"
"AAPL",1980,12,12,28.75,28.87,28.75,28.75,2093900,0,1,0.426157855015606,0.427936600845237,0.426157855015606,0.426157855015606,117258400,"1980-12-12",0,-1.5
"AAPL",1980,12,15,27.38,27.38,27.25,27.25,785200,0,1,0.405850506793993,0.405850506793993,0.403923532145227,0.403923532145227,43971200,"1980-12-15",0,-2
"AAPL",1980,12,16,25.37,25.37,25.25,25.25,472000,0,1,0.376056514147685,0.376056514147685,0.374277768318054,0.374277768318054,26432000,"1980-12-16",0,0.620000000000001
"AAPL",1980,12,17,25.87,26,25.87,25.87,385900,0,1,0.383467955104478,0.385394929753244,0.383467955104478,0.383467955104478,21610400,"1980-12-17",1,0.759999999999998
"AAPL",1980,12,18,26.63,26.75,26.63,26.63,327900,0,1,0.394733345358803,0.396512091188434,0.394733345358803,0.394733345358803,18362400,"1980-12-18",1,1.62
"AAPL",1980,12,19,28.25,28.38,28.25,28.25,217100,0,1,0.418746414058813,0.420673388707579,0.418746414058813,0.418746414058813,12157600,"1980-12-19",1,1.38
"AAPL",1980,12,22,29.63,29.75,29.63,29.63,166800,0,1,0.439201991099562,0.440980736929193,0.439201991099562,0.439201991099562,9340800,"1980-12-22",1,1.25
"AAPL",1980,12,23,30.88,31,30.88,30.88,209600,0,1,0.457730593491545,0.459509339321175,0.457730593491545,0.457730593491545,11737600,"1980-12-23",1,1.62
"AAPL",1980,12,24,32.5,32.63,32.5,32.5,214300,0,1,0.481743662191555,0.483670636840321,0.481743662191555,0.481743662191555,12000800,"1980-12-24",1,3
"AAPL",1980,12,26,35.5,35.62,35.5,35.5,248100,0,1,0.526212307932314,0.527991053761944,0.526212307932314,0.526212307932314,13893600,"1980-12-26",1,0.5
"AAPL",1980,12,29,36,36.13,36,36,415900,0,1,0.533623748889107,0.535550723537873,0.533623748889107,0.533623748889107,23290400,"1980-12-29",1,-0.880000000000003
"AAPL",1980,12,30,35.25,35.25,35.12,35.12,307500,0,1,0.522506587453917,0.522506587453917,0.520579612805151,0.520579612805151,17220000,"1980-12-30",0,-0.989999999999995
"AAPL",1980,12,31,34.25,34.25,34.13,34.13,159600,0,1,0.507683705540331,0.507683705540331,0.505904959710701,0.505904959710701,8937600,"1980-12-31",0,0.369999999999997
"AAPL",1981,1,2,34.5,34.75,34.5,34.5,96700,0,1,0.511389426018727,0.515095146497124,0.511389426018727,0.511389426018727,5415200,"1981-1-2",1,-0.75
"AAPL",1981,1,5,33.87,33.87,33.75,33.75,159500,0,1,0.502051010413168,0.502051010413168,0.500272264583538,0.500272264583538,8932000,"1981-1-5",0,-1.5
